Text about trial;mCRPC?
NCT00638690Abiraterone Acetate in Castration-Resistant Prostate Cancer Previously Treated With Docetaxel-Based ChemotherapyThis is a phase 3 study to compare the clinical benefit of abiraterone acetate plus prednisone with placebo plus prednisone in patients with metastatic castration-resistant prostate cancer (CRPC) who have failed one or two chemotherapy regimens. At least one of the previous chemotherapies must have contained docetaxel.DRUG: Placebo|DRUG: Abiraterone acetate|DRUG: Prednisone/prednisoloneOverall Survival, Overall survival is defined as the time interval from the date of randomization to the date of death from any cause., Up to 60 monthsProstatic Neoplasms;TRUE
"NCT00658697Docetaxel, Bevacizumab and Androgen Deprivation Therapy After Definitive Local Therapy for Prostate CancerIn this research study, we aim to evaluate the feasibility, toxicity and efficacy of early multimodality systemic therapy (a combination of docetaxe, bevacizumab, and androgen deprivation therapy(ADT) in men with biochemical recurrence (BCR) or who have a rising Prostate Specific Antigen (PSA) after treatment of their prostate cancer with surgery or radiation)DRUG: Docetaxel|DRUG: Bevacizumab|DRUG: ADT|DRUG: BicalutamideProstate-Specific Antigen (PSA) Progression at 1 Year After Completing Androgen Deprivation Therapy (ADT), For prostatectomy patients: at least two serial rising PSA from treatment nadir and PSA \> 0.2 ng/mL.

For patient receiving radiation therapy alone as primary local therapy, at least two serial rising PSA from treatment nadir and PSA \>2.0 ng/mL.

Any new site of metastatic disease on imagining would be considered progression regardless of PSA value Clinical assessments (Vitals, Physical Exam, Performance Status, PSA and testosterone) were performed every 3 months starting at completion of hormone therapy until PSA progression., participants were followed for the duration of the study, an average of 2 yearsProstate Cancer";FALSE
NCT00666666R-(-)-Gossypol and Androgen Ablation Therapy in Treating Patients With Newly Diagnosed Metastatic Prostate CancerThis phase II trial is studying how well giving gossypol together with androgen ablation therapy works in treating patients with newly diagnosed metastatic prostate cancer. Gossypol may stop the growth of tumor cells by blocking blood flow to the tumor. Androgens can cause the growth of prostate tumor cells. Luteinizing hormone-releasing hormone agonists and drugs, such as bicalutamide, may lessen the amount of androgens made by the body. Giving gossypol together with androgen ablation therapy may be an effective treatment for prostate cancerDRUG: AT-101|DRUG: Bicalutamide|OTHER: LHRH agentPercentage of Patients With Undetectable Prostate-specific Antigen (PSA) (< 0.2 ng/mL) at End of 7 Cycles, 3 yearsAdenocarcinoma of the Prostate|Stage IV Prostate Cancer;FALSE
"NCT00683475A Study of IMC-A12 or Ramucirumab Plus Mitoxantrone and Prednisone in Prostate CancerThe purpose of this study is to determine whether IMC-A12 or IMC-1121B (ramucirumab) with Mitoxantrone and Prednisone is effective in the treatment of metastatic androgen- independent prostate cancer (APIC).BIOLOGICAL: IMC-A12|DRUG: Mitoxantrone|DRUG: Prednisone|BIOLOGICAL: IMC-1121B (ramucirumab)Composite Progression-free Survival (cPFS), Defined as the median time from randomization to the earliest of:

1. Tumor progression by Response Evaluation Criteria in Solid Tumors (RECIST);
2. Evidence of progression by bone scan, performed after completion of the first 3 cycles, demonstrating the appearance of \>=2 new lesions;
3. New skeletal events (New pathologic bone fracture in the region of metastatic disease; New bone lesion requiring radiation or surgery; Spinal cord or nerve root compression)
4. Symptomatic progression (for participants without measurable disease);
5. Other clinical events attributable to prostate cancer that require major interventions; or
6. Death from any cause

Participants who were ongoing with no progression or who discontinued treatment for reasons other than progression were censored at date of last assessment. Participants who started new anticancer treatment before progression were censored at date of last assessment before start of new anti-cancer therapy., Randomization to composite progressive disease, up to 23.4 monthsProstate Cancer";TRUE
NCT00699751A Phase III Study of Radium-223 Dichloride in Patients With Symptomatic Hormone Refractory Prostate Cancer With Skeletal MetastasesALSYMPCA (ALpharadin in SYMPtomatic Prostate CAncer) is an international Phase III clinical study to evaluate the efficacy and safety of Radium-223 dichloride in patients with hormone refractory prostate cancer and skeletal metastases.DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)|DRUG: Placebo|DRUG: Best standard of care (BSoC)Overall Survival, Overall survival was defined as the time from date of randomization to the date of death., From randomization to death due to any cause until approximately 3 years after start of enrollment, the data was collected up to the second data analysis date (15 JUL 2011)Hormone Refractory Prostate Cancer|Bone Metastases;TRUE
NCT00779402PROvenge Treatment and Early Cancer TreatmentThe PROTECT-PROvenge Treatment and Early Cancer Treatment trial was a Phase III trial for patients with hormone sensitive prostate cancer. The study was conducted at over 15 participating centers throughout the US. The purpose of the study was to determine if sipuleucel-T was effective for treatment of early stage, non-metastatic prostate cancer. The study compared the active vaccine to control to determine whether the product delayed the time until cancer progression.OTHER: Control|BIOLOGICAL: Sipuleucel-TTime to Biochemical Failure Cumulative Incidence Percentile, Time to Biochemical Failure (TTBF) was the pre-specified primary endpoint of this trial. The biochemical failure threshold was based on evidence that prostate specific antigen (PSA) had become ‚â• 3 ng/mL, Every 3 months post-infusion|Number of Subjects That Met Biochemical Failure Status, time to biochemical Failure (TTBF) was the pre-scpecified primary endpoint of this trial. The biochemical failure threshold was based on evidence that prostate specific antigen (PSA) had become ‚â• 3 ng/mL., Every 3 months post-infusionProstate Cancer;FALSE
NCT00838201Extension Study to Evaluate Long Term Safety of Denosumab in Subjects Undergoing ADT for Non-Metastatic Prostate CancerThe purpose of this study is to describe the safety and tolerability of up to 5 years (ie, 3 years under the 20040138 Amgen study and 2 years on this study) denosumab administration as measured by adverse events, immunogenicity, and safety laboratory parameters in subjects who previously received denosumab for non-metastatic prostate cancer.DRUG: DenosumabOverall Survival Through Month 24, 24 monthsCancer|Carcinoma|Castrate-Resistant Prostate Cancer|Prostate Cancer|Tumors;FALSE
"NCT00849121Two-Arm Study of a DNA Vaccine Encoding Prostatic Acid Phosphatase (PAP) in Patients With Non-Metastatic Castrate-Resistant Prostate CancerThe investigators are trying to find new methods to treat prostate cancer. The approach is to try to enhance patients' own immune response against the cancer. In this study, the investigators will be testing the safety of a vaccine that may be able to help the body fight prostate cancer.

The vaccine, called pTVG-HP, is a piece of DNA genetic material that contains genetic code for a protein that is made by the prostate gland, called prostatic acid phosphatase (PAP). The vaccine will be given together with a substance called an adjuvant. Adjuvants are typically given with vaccines and can improve the effect of the vaccine. The adjuvant that will be used in this study is called granulocyte-macrophage colony-stimulating factor (GM-CSF).

The main purpose of this study is to find out whether the vaccine generates long-lived immune responses, and whether a better schedule of vaccination can be found by doing frequent laboratory testing for immune responses. The investigators also want to see if the vaccine stimulates any immune reaction against cancer cells.BIOLOGICAL: pTVG-HP with rhGM-CSF|BIOLOGICAL: pTVG-HP with rhGM-CSFNumber of Participants With > = Grade 2 Autoimmune Events or >=Toxicities at Least Possibly Related to pTVG-HP With GM-CSF Study Treatment., The number and severity of toxicity incidents occurring between the pre-treatment and the final off-study evaluation will be collected and assigned an attribution. The toxicities observed will be summarized in terms of types and severities by the NCI Common Terminology Criteria version 3 for each study arm. The number of subjects experiencing grade 2 or higher autoimmune events or grade 3 or higher toxicities felt to be at least possibly related to pTVG-HP with GM-CSF study treatment will be compared between the two arms., From the time the patient begins treatment until 30 days after the last treatment with pTVG-HP vaccine, up to a maximum of 2 years|Number of Participants Who Experience at Least a 3-fold Higher PAP-specific T-cell Frequency or Proliferation Index at One Year Compared to Baseline., The number of patients with a T-cell immune response will be determined for each study arm. An immune response will be defined as a PAP-specific T-cell frequency or proliferation index at 1 year that is at least 3-fold higher than the baseline T-cell frequency or proliferation index., Baseline and 1 year.Prostate Cancer";FALSE
"NCT00887198Abiraterone Acetate in Asymptomatic or Mildly Symptomatic Patients With Metastatic Castration-Resistant Prostate CancerThis is a phase 3 study to compare the clinical benefit of abiraterone acetate plus prednisone with placebo plus prednisone in asymptomatic or mildly symptomatic patients with metastatic castration-resistant prostate cancer (CRPC).DRUG: Abiraterone acetate|DRUG: Placebo|DRUG: PrednisoneOverall Survival, Overall survival is defined as the time from randomization to date of death from any cause., From randomization (Day 1) up to end of study (Month 60)|Radiographic Progression-free Survival (rPFS), The rPFS was defined as the time from randomization to the occurrence of one of the following: 1) a participant was considered to have progressed by bone scan if - a) the first bone scan with greater than or equal to (\>=) 2 new lesions compared to baseline was observed in less than (\<) 12 weeks from randomization and was confirmed by a second bone scan taken \>=6 weeks later showing \>=2 additional new lesions (a total of \>=4 new lesions compared to baseline), b) the first bone scan with \>=2 new lesions compared to baseline was observed in \>=12 weeks from randomization and the new lesions were verified on the next bone scan \>=6 weeks later (a total of \>=2 new lesions compared to baseline); 2) progression of soft tissue lesions measured by computerized tomography (CT) or magnetic resonance imaging (MRI); 3) death from any cause., From randomization (Day 1) up to first radiographic progression or cutoff date (Month 18)Prostate Cancer";TRUE
NCT00925600Evaluation of New or Worsening Lens Opacifications in Men With Non-metastatic Prostate Cancer Receiving Denosumab for Bone LossThis is a phase 3, randomized, double-blind, placebo-controlled study to evaluate new or worsening lens opacifications in men with non-metastatic prostate cancer receiving denosumab for bone loss due to androgen deprivation therapy.BIOLOGICAL: Denosumab|BIOLOGICAL: PlaceboPercentage of Participants With Lens Opacification Event Development or Progression by Month 12, The Lens Opacities Classification System III (LOCS III) is a slit lamp based opacification grading method. Photographs of slit lamp cross-sections of the lens are used as references for grading nuclear opalescence (NO) and nuclear color (NC), and photographs of the lens seen by retroillumination are used as references for grading cortical (C) and posterior subcapsular (P) cataract. Opacification severity is graded on a decimal scale, scores can range from 0.1 to 6.9 for NO and NC and from 0.1 to 5.9 for C and P. For each opacification type the higher grading scores indicate greater severity. Lens opacification event development or progression by month 12 was based on a change of ‚â• 1.0 in P, ‚â• 1.0 in C, or ‚â• 0.7 in NO in the LOCS III score from baseline., 12 monthsCancer|Cataract|Low Bone Mineral Density|Osteopenia|Osteoporosis|Prostate Cancer;FALSE
"NCT00936390Radiation Therapy With or Without Androgen-Deprivation Therapy in Treating Patients With Prostate CancerRATIONALE: Radiation therapy uses high-energy x-rays and other types of radiation to kill tumor cells and shrink tumors. Androgens can cause the growth of prostate cancer cells. Androgen-deprivation therapy may lessen the amount of androgens made by the body. It is not yet known whether radiation therapy is more effective with or without androgen-deprivation therapy in treating patients with prostate cancer.

PURPOSE: This randomized phase III trial is studying radiation therapy to see how well it works compared with radiation therapy given together with androgen-deprivation therapy in treating patients with prostate cancer.DRUG: bicalutamide|DRUG: flutamide|DRUG: LHRH agonist (antagonist) therapy|RADIATION: Dose-Escalated Radiation TherapyPercentage of Participants Alive (Overall Survival), Overall survival time is defined as time from randomization to the date of death from any cause or last known follow-up (censored). Overall survival rates are estimated by the Kaplan-Meier method. The protocol specifies that the distributions of failure times be compared between the arms, which is reported in the statistical analysis results. Five-year rates are provided here. Analysis was planned to occur after 218 deaths were reported., From randomization to last follow-up. Follow-up schedule: end of RT (2nd arm only), then every 3 months for a year, every 4 months for 4 years, then yearly. Maximum follow-up at time of analysis was 10.3 years. Five-year rates reported here.Prostate Cancer";FALSE
NCT00942331Gemcitabine Hydrochloride and Cisplatin With or Without Bevacizumab in Treating Patients With Advanced Urinary Tract CancerThis randomized phase III trial studies gemcitabine hydrochloride, cisplatin, and bevacizumab to see how well they work compared with gemcitabine hydrochloride and cisplatin in treating patients with urinary tract cancer that has spread to other places in the body. Drugs used in chemotherapy, such as gemcitabine hydrochloride and cisplatin, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Immunotherapy with bevacizumab, may induce changes in body's immune system and may interfere with the ability of tumor cells to grow and spread. It is not yet known whether gemcitabine hydrochloride and cisplatin are more effective when given with or without bevacizumab in treating patients with urinary tract cancer.BIOLOGICAL: Bevacizumab|DRUG: Cisplatin|DRUG: Gemcitabine Hydrochloride|OTHER: Laboratory Biomarker Analysis|OTHER: Placebo AdministrationOverall Survival (OS), Overall survival time is defined as the time from randomization to death due to any cause. The median and 95% confidence intervals are estimated using the Kaplan-Meier estimator.The stratified log-rank statistic will be the primary analysis to compare the two treatment arms on OS with the stratification factors: presence of visceral metastases (no, yes) and prior chemotherapy (no, yes). In addition, the proportional hazards model will be used to assess the importance of the treatment arm adjusting on patient characteristics, stratification variables and other important covariates in predicting OS., From date of randomization to date of death due to any cause, assessed up to 7 yearsAdvanced Urothelial Carcinoma|Metastatic Bladder Urothelial Carcinoma|Metastatic Prostate Carcinoma|Metastatic Renal Pelvis Urothelial Carcinoma|Metastatic Ureter Urothelial Carcinoma|Metastatic Urethral Urothelial Carcinoma|Metastatic Urothelial Carcinoma|Stage IV Bladder Urothelial Carcinoma AJCC v7|Stage IV Prostate Cancer AJCC v7|Stage IV Renal Pelvis Cancer AJCC v7|Stage IV Ureter Cancer AJCC v7|Stage IV Urethral Cancer AJCC v7|Unresectable Urothelial Carcinoma;FALSE
NCT00970203Dendritic Cell (DC)-Based Vaccines Loaded With Allogeneic Prostate Cell Lines in Combination With Androgen Ablation in Patients With Prostate CancerThis study will evaluate the feasibility, safety, and efficacy of intradermal vaccination of prostate cancer patients with alpha-type-1-polarized dendritic cells (DC1) loaded with apoptotic allogeneic tumor (LNCap). The study will target men with recurrent prostate cancer, who failed local therapy, have no measurable metastasis, but have a rising PSA with a doubling time of less than 10 months. The selection of this study group enables us to evaluate time to PSA progression, a highly relevant, clinical primary endpoint of efficacy in this two arm study. In order to facilitate infiltration of vaccination-induced T cells into tumor site(s) and to reduce tumor-specific tolerance, subjects will receive the vaccine in combination with limited androgen ablation (AA) with a LHRH analogue for 3 months. Subjects will be randomly assigned to one of two cohorts. In cohort A subjects will be first treated with limited AA alone for 3 months, and at the time of PSA relapse (PSA ‚â• 1 ng/dL) will receive the DC vaccine in conjunction with AA. In cohort B, the sequence of treatment will be reversed. Efficacy will be estimated as the within-subject difference in time to PSA relapse following the combination treatment as compared to the AA alone, thus, each subject will serve as his own control. All subjects will commence the DC1-based vaccination 2 weeks prior to treatment with the LHRH analogue. Each subject will receive 1 intradermal (i.d.) dose of the vaccine at weeks 1, 5, 9, and 13 for a total of 4 doses. Additional courses of vaccination may be administered to subjects without evidence of disease progression every 3 months (¬±1 month) for up to 12 months depending on the number of doses originally produced and available after the 4 intended protocol doses. All doses of the vaccine will be administered intradermally (i.d.).BIOLOGICAL: androgen ablation (AA)|BIOLOGICAL: DC1 vaccinePercentage of Patients to Successfully Generate and Administer the Alpha-DC1 Vaccine, The percentage of patients for which the alpha-DC1 vaccine was generated and for which 4 vaccine injections were administered (1 injection every 4 weeks)., 16 weeks|Tolerability and Toxicity of the Alpha-DC1 Vaccine, The percentage of patients who experienced vaccine related toxicity., 16 weeks|The Effect of the DC1 Vaccine on Time to PSA Progression Compared to AA Alone, The mean difference between time to relapse on androgen ablation plus alpha DC-1 vaccine vs androgen ablation, Approximately 18 monthsCancer of Prostate|Cancer of the Prostate|Neoplasms, Prostate|Neoplasms, Prostatic|Prostate Cancer|Prostate Neoplasms|Prostatic Cancer;FALSE
NCT00974311Safety and Efficacy Study of MDV3100 in Patients With Castration-Resistant Prostate Cancer Who Have Been Previously Treated With Docetaxel-based ChemotherapyThis is a phase 3 study to compare the clinical benefit of MDV3100 versus placebo in patients with castration-resistant prostate cancer who have been previously treated with docetaxel-based chemotherapy.DRUG: Enzalutamide|DRUG: PlaceboOverall Survival, Survival was defined as time from randomization to death due to any cause. The duration of overall survival was right-censored for participants who were lost to follow-up since randomization or not known to have died at the data analysis cut-off date (this included participants who were known to have died after the data analysis cut-off date)., During study period (up to 101 months)Castration-Resistant Prostate Cancer;TRUE
"NCT00988208Study to Evaluate Safety and Effectiveness of Lenalidomide in Combination With Docetaxel and Prednisone for Patients With Castrate-Resistant Prostate CancerThe purpose of the study is to determine whether lenalidomide is safe and effective for use in combination with docetaxel and prednisone for the treatment of subjects with metastatic Castrate-Resistant Prostate Cancer.

The addition of lenalidomide to docetaxel and prednisone is proposed to increase the life expectancy of these subjects.DRUG: Lenalidomide|DRUG: Docetaxel|DRUG: Prednisone|DRUG: PlaceboOverall Survival (OS), Overall survival (OS) was the time from the date of randomization to the date of death from any cause. If no death was reported for a participant before the cut-off date for OS analysis, OS was censored at the last date at which the participant was alive. The median OS was calculated based on Kaplan-Meier estimates and corresponding 95% confidence interval (CI) was calculated using the method provided by Brookmeyer and Crowley., From randomization until death from any cause up to the cut-off date of 13 January 2012; up to approximately 26 monthsProstate Cancer";TRUE
NCT01057810Phase 3 Study of Immunotherapy to Treat Advanced Prostate CancerThe purpose of this study is to determine if asymptomatic or minimally symptomatic patients with metastatic prostate cancer who have not received chemotherapy live longer when treated with ipilimumab than those treated with a placeboDRUG: Ipilimumab|DRUG: PlaceboOverall Survival (OS) Time, OS was defined as the time from the date of randomization until the date of death. For participants without documentation of death, OS was censored at the last date the participant was known to be alive., Randomization until death from any cause, up to April 2015, approximately 57 monthsProstate Cancer;TRUE
"NCT01088529Neo-adjuvant Abiraterone + Luteinizing Hormone-Releasing Hormone (LHRH) Versus LHRH in Prostate CancerThe goal of this clinical research study is to find out how treatment with abiraterone acetate in combination with prednisone and a Luteinizing Hormone-Releasing Hormone (LHRH) analogue changes the tumor in comparison to treatment with an LHRH analogue alone.

Objectives:

Primary Objective:

To assess the difference in pathologic stage \< pT2 between Group A and Group B.

Secondary Objective:

* To assess and compare the changes in levels of androgens (pre, during, and post treatment) in the serum, primary tumor microenvironment and bone marrow between Group A and Group B.
* To assess changes in biomarkers related to androgen signaling and other cancer-related pathways between Group A and Group B.
* To assess the difference in rate of positive surgical margins between Group A and Group B.
* To assess the safety profile of abiraterone acetate and low dose prednisone in a preoperative setting.DRUG: Abiraterone Acetate|DRUG: Prednisone|DRUG: LHRHaNumber of Participants With a Pathology Tumor Stage of Less Than or Equal to Prostate Cancer Stage at Which the Tumor is Confined to the Prostate (pT2), The table below shows number of participants in each treatment group with a pathology tumor stage less than or equal to pT2., At the end of Cycle 3 (at radical prostatectomy)Prostate Cancer";FALSE
NCT01120236Bicalutamide and Goserelin or Leuprolide Acetate With or Without Cixutumumab in Treating Patients With Newly Diagnosed Metastatic Prostate CancerThis randomized phase II trial is studying bicalutamide, goserelin, or leuprolide acetate to see how well they work when given with or without cixutumumab in treating patients with newly diagnosed metastatic prostate cancer. Androgens can cause the growth of prostate cancer cells. Antihormone therapy, such as bicalutamide, goserelin, or leuprolide acetate, may lessen the amount of androgens made by the body. Monoclonal antibodies, such as cixutumumab, can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them. It is not yet known whether bicalutamide, goserelin, or leuprolide acetate are more effective when given with or without cixutumumab in treating prostate cancer.DRUG: Bicalutamide|BIOLOGICAL: Cixutumumab|DRUG: Goserelin Acetate|OTHER: Laboratory Biomarker Analysis|DRUG: Leuprolide Acetate|OTHER: Pharmacological StudyUndetectable PSA Rate, Undetectable PSA rate (\<= 0.2 ng/mL) after seven cycles (28 weeks) of protocol treatment, 7 monthsProstate Adenocarcinoma|Recurrent Prostate Carcinoma|Stage IV Prostate Cancer;FALSE
NCT01193244Study Comparing Orteronel Plus Prednisone in Participants With Chemotherapy-Naive Metastatic Castration-Resistant Prostate CancerThis is a randomized, double-blind, multicenter, phase 3 study evaluating orteronel (TAK-700) plus prednisone compared with placebo plus prednisone in the treatment of men with progressive, chemotherapy-naive, metastatic, castration-resistant prostate cancer (mCRPC)DRUG: Orteronel|DRUG: Placebo|DRUG: PrednisoneRadiographic Progression-free Survival (rPFS), rPFS was defined as the time from randomization to the first objective evidence of radiographic disease progression assessed by independent central radiology review or death due to any cause, whichever occurred first. Radiographic disease progression was evaluated by computerized tomography (CT) scan or magnetic resonance imaging (MRI) and radionuclide bone scans at regularly scheduled visits. Radiographic disease progression in bone required a confirmatory scan. Radiographic disease progression in soft tissue did not require a confirmatory scan for purposes of analysis. Radiographic disease progression was evaluated by independent central radiology review using Response Evaluation Criteria In Solid Tumors (RECIST) 1.1 for soft tissue disease and Prostate Cancer Working Group (PCWG2) guidelines for bone disease. Participants who did not reach the endpoint were censored at their last assessment., Baseline until radiographic disease progression or death, whichever occurred first (approximately up to 4.7 years)|Overall Survival, Overall survival was calculated from the date of participant randomization to the date of participant death due to any cause. Participants without documentation of death at time of the analysis were censored as of the date the participant was last known to be alive, or the data cutoff date, whichever was earlier., Baseline until death (up to 4.7 years)Prostate Cancer;TRUE
NCT01193257Study Comparing Orteronel Plus Prednisone in Participants With Metastatic Castration-Resistant Prostate Cancer.This is a randomized, double-blind, multicenter, phase 3 study evaluating orteronel plus prednisone compared with placebo plus prednisone in men with metastatic, castration-resistant prostate cancer (mCRPC) that has progressed following Docetaxel-based therapyDRUG: Orteronel|DRUG: Prednisone|DRUG: Orteronel PlaceboOverall Survival, Overall survival was calculated from the date of participant randomization to the date of participant death due to any cause. Participants without documentation of death at time of the analysis were censored as of the date the participant was last known to be alive, or the data cutoff date, whichever was earlier., Baseline until death (approximately up to 4.5 years)Prostate Cancer;TRUE
NCT01204710A Study of Olaratumab (IMC-3G3) in Prostate CancerThis is a study evaluating the safety and efficacy of the monoclonal antibody olaratumab plus mitoxantrone plus prednisone compared to mitoxantrone plus prednisone in metastatic castration-refractory prostate cancer following disease progression or intolerance on docetaxel-based chemotherapy.BIOLOGICAL: Olaratumab|DRUG: Mitoxantrone|DRUG: PrednisoneProgression-Free Survival (PFS), PFS is measured from randomization to the earliest date of the following events: PD according to Response Evaluation Criteria In Solid Tumors (RECIST) criteria version (v) 1.1, is a ‚â•20% increase in the sum of diameter of the target lesions taking as reference the smallest sum on study and an absolute increase in the sum diameter of ‚â•5 millimeter (mm), the appearance of 1 or more new lesions and/or unequivocal progression of existing nontarget lesions, unequivocal evidence of progression by bone scan, clinical progression or death from any cause. For participants who had no documented PD or death or had started new anti-cancer therapy or were lost to follow-up, PFS was censored at their last tumor assessment., Randomization to Measured PD or Death Due to Any Cause Up to 23 MonthsProstate Cancer;TRUE
NCT01212991A Safety and Efficacy Study of Oral MDV3100 in Chemotherapy-Naive Patients With Progressive Metastatic Prostate CancerThe purpose of this study is to determine the benefit of enzalutamide versus placebo as assessed by overall survival and progression-free survival in patients with progressive metastatic prostate cancer who have failed androgen deprivation therapy but not yet received chemotherapy.DRUG: Enzalutamide|DRUG: PlaceboOverall Survival, Overall survival was defined as the time from randomization to death due to any cause. For patients who were alive at the time of the analysis data cutoff, overall survival was censored at the last date the patient was known to be alive or analysis data cutoff date, whichever was first. This included patients who were known to have died after the data analysis cutoff date. Patients with no post-baseline survival information were censored on the date of randomization., During study period (up to 3 years)|Radiographic Progression-free Survival (rPFS), Radiographic progression-free survival was defined as the time from randomization to the first objective evidence of radiographic disease progression assessed by independent central radiology review or death due to any cause within 168 days after treatment discontinuation, whichever was first. Radiographic disease progression was evaluated by CT scan or MRI and radionuclide bone scans at regularly scheduled visits. Radiographic disease progression in bone required a confirmatory scan. Radiographic disease progression in soft tissue did not require a confirmatory scan for purposes of analysis. Radiographic disease progression was evaluated by independent central radiology review using RECIST 1.1 for soft tissue disease and PCWG2 guidelines for bone disease. Patients who did not reach the endpoint were censored at their last assessment., During study period (up to 20 months)Prostate Cancer;TRUE
"NCT01288911A Study of Enzalutamide Versus Bicalutamide in Castrate Men With Metastatic Prostate CancerThe purpose of this study was to determine the efficacy and safety of oral enzalutamide compared to bicalutamide in castrate men with metastatic prostate cancer who have progressed while on Luteinizing Hormone Receptor Hormone (LHRH) agonist/antagonist or after receiving a bilateral orchiectomy.DRUG: enzalutamide|DRUG: bicalutamideProgression Free Survival (PFS) Based on Independent Central Review (ICR) Assessment, PFS is the time from randomization to the date of the first progression event detected. A progression event was defined as objective evidence of radiographic disease progression based on the assessments by the ICR, skeletal-related event, initiation of new antineoplastic therapy or death by any cause, whichever occurred first.

Radiographic disease progression was defined as either a progression in soft tissue on computed tomography (CT)/magnetic resonance imaging (MRI) scan according to Response Evaluation Criteria in Solid Tumors (RECIST) 1.1, and/or a progression in bone lesions on bone scan (‚â• 2 new bone lesions) confirmed by the next bone scan.

A skeletal-related event was any radiation therapy or surgery to bone, pathologic bone fracture, spinal cord compression or change in antineoplastic therapy to treat bone pain.

The initiation of new antineoplastic therapy included any new therapy for the treatment of disease progression after the study drug administration started., From randomization until the data cut-off date of 19 October 2014, median duration of treatment was 11.6 months in the enzalutamide arm and 5.8 months in the bicalutamide arm.Prostatic Neoplasms";TRUE
"NCT01308567Cabazitaxel Versus Docetaxel Both With Prednisone in Patients With Metastatic Castration Resistant Prostate CancerPrimary Objective:

* To demonstrate the superiority of cabazitaxel plus prednisone at 25 mg/m\^2 (Arm A) or 20 mg/m\^2 (Arm B) versus docetaxel plus prednisone (Arm C) in term of overall survival (OS) in participants with metastatic castration resistant prostate cancer (mCRPC) and not previously treated with chemotherapy.

Secondary Objectives:

* To evaluate safety in the 3 treatment arms.
* To compare efficacy of cabazitaxel at 20 mg/m\^2 and 25 mg/m\^2 to docetaxel for:

  * Progression Free Survival (PFS) (RECIST 1.1)
  * Tumor progression free survival (RECIST 1.1)
  * Tumor response in participants with measurable disease (RECIST 1.1),
  * PSA response
  * PSA-Progression free survival (PSA-PFS).
  * Pain response in participants with stable pain at baseline
  * Pain progression free survival
  * Time to occurrence of any skeletal related events (SRE)
* To compare Health-Related Quality of Life (HRQL).
* To assess the pharmacokinetics and pharmacogenomics of cabazitaxel.DRUG: Cabazitaxel (XRP6258)|DRUG: Docetaxel (XRP6976)|DRUG: PrednisoneOverall Survival (OS), OS was defined as the time interval from the date of randomization to the date of death due to any cause. In the absence of confirmation of death, survival time was censored at the last date participant was known to be alive, or at the cut-off date if the participant's last contact was after the cut-off date. The study cut-off date for the final analysis of OS was the date when the 774th death had been observed. Analysis was performed by Kaplan-Meier method., Baseline up to death or study cut-off date, whichever was earlier (maximum duration: 51 months )Prostate Cancer";TRUE
"NCT01308580Cabazitaxel at 20 mg/m¬? Compared to 25 mg/m¬? With Prednisone for the Treatment of Metastatic Castration Resistant Prostate CancerPrimary Objective:

- To demonstrate the non inferiority in term of overall survival (OS) of Cabazitaxel 20 mg/m¬? (Arm A) versus Cabazitaxel 25 mg/m¬? (Arm B) in combination with prednisone in participants with metastatic castration resistant prostate cancer (mCRPC) previously treated with a docetaxel-containing regimen.

Secondary Objectives:

* To evaluate safety in the 2 treatment arms and to assess if Cabazitaxel 20 mg/m¬? was better tolerated than Cabazitaxel 25 mg/m¬?.
* To compare efficacy of Cabazitaxel at 20 mg/m¬? and 25 mg/m¬? for:

  * Progression Free Survival (PFS) defined as the first occurrence of any of the following events: tumor progression per Response Evaluation Criteria In Solid Tumors (RECIST), prostate-specific antigen (PSA) progression, pain progression or death due to any cause;
  * PSA Progression;
  * Pain progression;
  * Tumor response in participants with measurable disease (RECIST 1.1);
  * PSA response;
  * Pain response in participants with stable pain at baseline.
* To compare Health-related Quality of Life (HRQoL).
* To assess the pharmacokinetics and pharmacogenomics of Cabazitaxel.DRUG: Cabazitaxel (XRP6258)|DRUG: Prednisone (or Prednisolone)Overall Survival (OS), OS was defined as the time interval from the date of randomization to the date of death due to any cause. In absence of confirmation of death, survival time was censored at the earlier of the last date the participant was known to be alive or the study cut-off date. The cut-off date for the final analysis of OS was the date when the 988th death had been observed. Analysis was performed by Kaplan-Meier method., From baseline up to death due to any cause or study cut-off date, whichever was earlier (maximum duration: 48 months)Prostate Cancer";TRUE
