Abstract;RCT?
"Effect of Maternal Docosahexaenoic Acid Supplementation on Bronchopulmonary Dysplasia-Free Survival in Breastfed Preterm Infants: A Randomized Clinical Trial.IMPORTANCE: Maternal docosahexaenoic acid (DHA) supplementation may prevent bronchopulmonary dysplasia, but evidence remains inconclusive. OBJECTIVE: To determine whether maternal DHA supplementation during the neonatal period improves bronchopulmonary dysplasia-free survival in breastfed infants born before 29 weeks of gestation. DESIGN, SETTING, AND PARTICIPANTS: Superiority, placebo-controlled randomized clinical trial at 16 Canadian neonatal intensive care units (June 2015-April 2018 with last infant follow-up in July 2018). Lactating women who delivered before 29 weeks of gestation were enrolled within 72 hours of delivery. The trial intended to enroll 800 mothers, but was stopped earlier. INTERVENTIONS: There were 232 mothers (273 infants) assigned to oral capsules providing 1.2 g/d of DHA from randomization to 36 weeks' postmenstrual age and 229 mothers (255 infants) assigned to placebo capsules. MAIN OUTCOMES AND MEASURES: The primary outcome was bronchopulmonary dysplasia-free survival in infants at 36 weeks' postmenstrual age. There were 22 secondary outcomes, including mortality and bronchopulmonary dysplasia. RESULTS: Enrollment was stopped early due to concern for harm based on interim data from this trial and from another trial that was published during the course of this study. Among 461 mothers and their 528 infants (mean gestational age, 26.6 weeks [SD, 1.6 weeks]; 253 [47.9%] females), 375 mothers (81.3%) and 523 infants (99.1%) completed the trial. Overall, 147 of 268 infants (54.9%) in the DHA group vs 157 of 255 infants (61.6%) in the placebo group survived without bronchopulmonary dysplasia (absolute difference, -5.0% [95% CI, -11.6% to 2.6%]; relative risk, 0.91 [95% CI, 0.80 to 1.04], P = .18). Mortality occurred in 6.0% of infants in the DHA group vs 10.2% of infants in the placebo group (absolute difference, -3.9% [95% CI, -6.8% to 1.4%]; relative risk, 0.61 [95% CI, 0.33 to 1.13], P = .12). Bronchopulmonary dysplasia occurred in 41.7% of surviving infants in the DHA group vs 31.4% in the placebo group (absolute difference, 11.5% [95% CI, 2.3% to 23.2%]; relative risk, 1.36 [95% CI, 1.07 to 1.73], P = .01). Of 22 prespecified secondary outcomes, 19 were not significantly different. CONCLUSIONS AND RELEVANCE: Among breastfed preterm infants born before 29 weeks of gestation, maternal docosahexaenoic acid supplementation during the neonatal period did not significantly improve bronchopulmonary dysplasia-free survival at 36 weeks' postmenstrual age compared with placebo. Study interpretation is limited by early trial termination. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT02371460.";TRUE
"Prevalence and Outcomes of Infection Among Patients in Intensive Care Units in 2017.IMPORTANCE: Infection is frequent among patients in the intensive care unit (ICU). Contemporary information about the types of infections, causative pathogens, and outcomes can aid the development of policies for prevention, diagnosis, treatment, and resource allocation and may assist in the design of interventional studies. OBJECTIVE: To provide information about the prevalence and outcomes of infection and the available resources in ICUs worldwide. DESIGN, SETTING, AND PARTICIPANTS: Observational 24-hour point prevalence study with longitudinal follow-up at 1150 centers in 88 countries. All adult patients (aged ≥18 years) treated at a participating ICU during a 24-hour period commencing at 08:00 on September 13, 2017, were included. The final follow-up date was November 13, 2017. EXPOSURES: Infection diagnosis and receipt of antibiotics. MAIN OUTCOMES AND MEASURES: Prevalence of infection and antibiotic exposure (cross-sectional design) and all-cause in-hospital mortality (longitudinal design). RESULTS: Among 15 202 included patients (mean age, 61.1 years [SD, 17.3 years]; 9181 were men [60.4%]), infection data were available for 15 165 (99.8%); 8135 (54%) had suspected or proven infection, including 1760 (22%) with ICU-acquired infection. A total of 10 640 patients (70%) received at least 1 antibiotic. The proportion of patients with suspected or proven infection ranged from 43% (141/328) in Australasia to 60% (1892/3150) in Asia and the Middle East. Among the 8135 patients with suspected or proven infection, 5259 (65%) had at least 1 positive microbiological culture; gram-negative microorganisms were identified in 67% of these patients (n = 3540), gram-positive microorganisms in 37% (n = 1946), and fungal microorganisms in 16% (n = 864). The in-hospital mortality rate was 30% (2404/7936) in patients with suspected or proven infection. In a multilevel analysis, ICU-acquired infection was independently associated with higher risk of mortality compared with community-acquired infection (odds ratio [OR], 1.32 [95% CI, 1.10-1.60]; P = .003). Among antibiotic-resistant microorganisms, infection with vancomycin-resistant Enterococcus (OR, 2.41 [95% CI, 1.43-4.06]; P = .001), Klebsiella resistant to β-lactam antibiotics, including third-generation cephalosporins and carbapenems (OR, 1.29 [95% CI, 1.02-1.63]; P = .03), or carbapenem-resistant Acinetobacter species (OR, 1.40 [95% CI, 1.08-1.81]; P = .01) was independently associated with a higher risk of death vs infection with another microorganism. CONCLUSIONS AND RELEVANCE: In a worldwide sample of patients admitted to ICUs in September 2017, the prevalence of suspected or proven infection was high, with a substantial risk of in-hospital mortality.";FALSE
Risk of persistent and new clinical sequelae among adults aged 65 years and older during the post-acute phase of SARS-CoV-2 infection: retrospective cohort study.OBJECTIVE: To characterize the risk of persistent and new clinical sequelae in adults aged ≥65 years after the acute phase of SARS-CoV-2 infection. DESIGN: Retrospective cohort study. SETTING: UnitedHealth Group Clinical Research Database: deidentified administrative claims and outpatient laboratory test results. PARTICIPANTS: Individuals aged ≥65 years who were continuously enrolled in a Medicare Advantage plan with coverage of prescription drugs from January 2019 to the date of diagnosis of SARS-CoV-2 infection, matched by propensity score to three comparison groups that did not have covid-19: 2020 comparison group (n=87 337), historical 2019 comparison group (n=88 070), and historical comparison group with viral lower respiratory tract illness (n=73 490). MAIN OUTCOME MEASURES: The presence of persistent and new sequelae at 21 or more days after a diagnosis of covid-19 was determined with ICD-10 (international classification of diseases, 10th revision) codes. Excess risk for sequelae caused by infection with SARS-CoV-2 was estimated for the 120 days after the acute phase of the illness with risk difference and hazard ratios, calculated with 95% Bonferroni corrected confidence intervals. The incidence of sequelae after the acute infection was analyzed by age, race, sex, and whether patients were admitted to hospital for covid-19. RESULTS: Among individuals who were diagnosed with SARS-CoV-2, 32% (27 698 of 87 337) sought medical attention in the post-acute period for one or more new or persistent clinical sequelae, which was 11% higher than the 2020 comparison group. Respiratory failure (risk difference 7.55, 95% confidence interval 7.18 to 8.01), fatigue (5.66, 5.03 to 6.27), hypertension (4.43, 2.27 to 6.37), memory difficulties (2.63, 2.23 to 3.13), kidney injury (2.59, 2.03 to 3.12), mental health diagnoses (2.50, 2.04 to 3.04), hypercoagulability 1.47 (1.2 to 1.73), and cardiac rhythm disorders (2.19, 1.76 to 2.57) had the greatest risk differences compared with the 2020 comparison group, with similar findings to the 2019 comparison group. Compared with the group with viral lower respiratory tract illness, however, only respiratory failure, dementia, and post-viral fatigue had increased risk differences of 2.39 (95% confidence interval 1.79 to 2.94), 0.71 (0.3 to 1.08), and 0.18 (0.11 to 0.26) per 100 patients, respectively. Individuals with severe covid-19 disease requiring admission to hospital had a markedly increased risk for most but not all clinical sequelae. CONCLUSIONS: The results confirm an excess risk for persistent and new sequelae in adults aged ≥65 years after acute infection with SARS-CoV-2. Other than respiratory failure, dementia, and post-viral fatigue, the sequelae resembled those of viral lower respiratory tract illness in older adults. These findings further highlight the wide range of important sequelae after acute infection with the SARS-CoV-2 virus.;FALSE
"Balloon catheters versus vaginal prostaglandins for labour induction (CPI Collaborative): an individual participant data meta-analysis of randomised controlled trials.BACKGROUND: Induction of labour is one of the most common obstetric interventions globally. Balloon catheters and vaginal prostaglandins are widely used to ripen the cervix in labour induction. We aimed to compare the effectiveness and safety profiles of these two induction methods. METHODS: We did an individual participant data meta-analysis comparing balloon catheters and vaginal prostaglandins for cervical ripening before labour induction. We systematically identified published and unpublished randomised controlled trials that completed data collection between March 19, 2019, and May 1, 2021, by searching the Cochrane Library, ClinicalTrials.gov, WHO International Clinical Trials Registry Platform, and PubMed. Further trials done before March 19, 2019, were identified through a recent Cochrane review. Data relating to the combined use of the two methods were not included, only data from women with a viable, singleton pregnancy were analysed, and no exclusion was made based on parity or membrane status. We contacted authors of individuals trials and participant-level data were harmonised and recoded according to predefined definitions of variables. Risk of bias was assessed with the ROB2 tool. The primary outcomes were caesarean delivery, indication for caesarean delivery, a composite adverse perinatal outcome, and a composite adverse maternal outcome. We followed the intention-to-treat principle for the main analysis. The primary meta-analysis used two-stage random-effects models and the sensitivity analysis used one-stage mixed models. All models were adjusted for maternal age and parity. This meta-analysis is registered with PROSPERO (CRD42020179924). FINDINGS: Individual participant data were available from 12 studies with a total of 5460 participants. Balloon catheters, compared with vaginal prostaglandins, did not lead to a significantly different rate of caesarean delivery (12 trials, 5414 women; crude incidence 27·0%; adjusted OR [aOR] 1·09, 95% CI 0·95-1·24; I2=0%), caesarean delivery for failure to progress (11 trials, 4601 women; aOR 1·20, 95% CI 0·91-1·58; I2=39%), or caesarean delivery for fetal distress (10 trials, 4441 women; aOR 0·86, 95% CI 0·71-1·04; I2=0%). The composite adverse perinatal outcome was lower in women who were allocated to balloon catheters than in those allocated to vaginal prostaglandins (ten trials, 4452 neonates, crude incidence 13·6%; aOR 0·80, 95% CI 0·70-0·92; I2=0%). There was no significant difference in the composite adverse maternal outcome (ten trials, 4326 women, crude incidence 22·7%; aOR 1·02, 95% CI 0·89-1·18; I2=0%). INTERPRETATION: In induction of labour, balloon catheters and vaginal prostaglandins have comparable caesarean delivery rates and maternal safety profiles, but balloon catheters lead to fewer adverse perinatal events. FUNDING: Australian National Health and Medical Research Council and Monash Health Emerging Researcher Fellowship.";FALSE
"Convalescent plasma in patients admitted to hospital with COVID-19 (RECOVERY): a randomised controlled, open-label, platform trial.BACKGROUND: Many patients with COVID-19 have been treated with plasma containing anti-SARS-CoV-2 antibodies. We aimed to evaluate the safety and efficacy of convalescent plasma therapy in patients admitted to hospital with COVID-19. METHODS: This randomised, controlled, open-label, platform trial (Randomised Evaluation of COVID-19 Therapy [RECOVERY]) is assessing several possible treatments in patients hospitalised with COVID-19 in the UK. The trial is underway at 177 NHS hospitals from across the UK. Eligible and consenting patients were randomly assigned (1:1) to receive either usual care alone (usual care group) or usual care plus high-titre convalescent plasma (convalescent plasma group). The primary outcome was 28-day mortality, analysed on an intention-to-treat basis. The trial is registered with ISRCTN, 50189673, and ClinicalTrials.gov, NCT04381936. FINDINGS: Between May 28, 2020, and Jan 15, 2021, 11558 (71%) of 16287 patients enrolled in RECOVERY were eligible to receive convalescent plasma and were assigned to either the convalescent plasma group or the usual care group. There was no significant difference in 28-day mortality between the two groups: 1399 (24%) of 5795 patients in the convalescent plasma group and 1408 (24%) of 5763 patients in the usual care group died within 28 days (rate ratio 1·00, 95% CI 0·93-1·07; p=0·95). The 28-day mortality rate ratio was similar in all prespecified subgroups of patients, including in those patients without detectable SARS-CoV-2 antibodies at randomisation. Allocation to convalescent plasma had no significant effect on the proportion of patients discharged from hospital within 28 days (3832 [66%] patients in the convalescent plasma group vs 3822 [66%] patients in the usual care group; rate ratio 0·99, 95% CI 0·94-1·03; p=0·57). Among those not on invasive mechanical ventilation at randomisation, there was no significant difference in the proportion of patients meeting the composite endpoint of progression to invasive mechanical ventilation or death (1568 [29%] of 5493 patients in the convalescent plasma group vs 1568 [29%] of 5448 patients in the usual care group; rate ratio 0·99, 95% CI 0·93-1·05; p=0·79). INTERPRETATION: In patients hospitalised with COVID-19, high-titre convalescent plasma did not improve survival or other prespecified clinical outcomes. FUNDING: UK Research and Innovation (Medical Research Council) and National Institute of Health Research.";TRUE
"Association Between 2-Dose vs 3-Dose Hepatitis B Vaccine and Acute Myocardial Infarction.IMPORTANCE: The 2-dose hepatitis B vaccine with a cytosine phosphoguanine adjuvant (HepB-CpG vaccine; Heplisav-B) generated higher seroprotection in prelicensure trials than did a 3-dose hepatitis B vaccine with an aluminum hydroxide adjuvant (HepB-alum vaccine; Engerix-B). However, in 1 trial, a higher number of acute myocardial infarction (MI) events were observed among those who received the HepB-CpG vaccine than among those who received the HepB-alum vaccine, an outcome requiring further study. OBJECTIVE: To compare the rate of acute MI between recipients of HepB-CpG vaccine and HepB-alum vaccine. DESIGN, SETTING, AND PARTICIPANTS: This prospective cohort noninferiority study was conducted at Kaiser Permanente Southern California (KPSC), an integrated health care system with 15 medical centers and approximately 4.7 million members. The study included 69 625 adults not undergoing dialysis who received at least 1 dose of a hepatitis B vaccine in either family medicine or internal medicine departments at KPSC from August 7, 2018, to October 31, 2019 (November 30, 2020, final follow-up). EXPOSURES: Receipt of HepB-CpG vaccine vs HepB-alum vaccine. The first dose during the study period was the index dose. MAIN OUTCOMES AND MEASURES: Individuals were followed up for 13 months after the index dose for occurrence of type 1 acute MI. Potential events were identified using diagnosis codes and adjudicated by cardiologists. The adjusted hazard ratio (HR) of acute MI was estimated comparing recipients of HepB-CpG vaccine with recipients of HepB-alum vaccine, with inverse probability of treatment weighting (IPTW) to adjust for demographic and clinical characteristics. The upper limit of the 1-sided 97.5% CI was compared with a noninferiority margin of 2. RESULTS: Of the 31 183 recipients of HepB-CpG vaccine (median age, 49 years; IQR, 38-56 years), 51.2% (n = 15 965) were men, and 52.7% (n = 16 423) were Hispanic. Of the 38 442 recipients of HepB-alum (median age, 49 years; IQR, 39-56 years), 50.8% (19 533) were men, and 47.1% (n = 18 125) were Hispanic. Characteristics were well-balanced between vaccine groups after IPTW. Fifty-two type 1 acute MI events were confirmed among recipients of HepB-CpG vaccine for a rate of 1.67 per 1000-person-years, and 71 type 1 acute MI events were confirmed among recipients of HepB-alum vaccine for a rate of 1.86 per 1000 person-years (absolute rate difference, -0.19 [95% CI, -0.82 to 0.44]; adjusted HR, 0.92 [1-sided 97.5% CI, ∞ to 1.32], which was below the noninferiority margin; P < .001 for noninferiority). CONCLUSIONS AND RELEVANCE: In this cohort study, receipt of HepB-CpG vaccine compared with HepB-alum vaccine did not meet the statistical criterion for increased risk of acute myocardial infarction.";FALSE
"Metronomic capecitabine as adjuvant therapy in locoregionally advanced nasopharyngeal carcinoma: a multicentre, open-label, parallel-group, randomised, controlled, phase 3 trial.BACKGROUND: Patients with locoregionally advanced nasopharyngeal carcinoma have a high risk of disease relapse, despite a high proportion of patients attaining complete clinical remission after receiving standard-of-care treatment (ie, definitive concurrent chemoradiotherapy with or without induction chemotherapy). Additional adjuvant therapies are needed to further reduce the risk of recurrence and death. However, the benefit of adjuvant chemotherapy for nasopharyngeal carcinoma remains controversial, highlighting the need for more effective adjuvant treatment options. METHODS: This multicentre, open-label, parallel-group, randomised, controlled, phase 3 trial was done at 14 hospitals in China. Patients (aged 18-65 years) with histologically confirmed, high-risk locoregionally advanced nasopharyngeal carcinoma (stage III-IVA, excluding T3-4N0 and T3N1 disease), no locoregional disease or distant metastasis after definitive chemoradiotherapy, an Eastern Cooperative Oncology Group performance status of 0 or 1, sufficient haematological, renal, and hepatic function, and who had received their final radiotherapy dose 12-16 weeks before randomisation, were randomly assigned (1:1) to receive either oral metronomic capecitabine (650 mg/m2 body surface area twice daily for 1 year; metronomic capecitabine group) or observation (standard therapy group). Randomisation was done with a computer-generated sequence (block size of four), stratified by trial centre and receipt of induction chemotherapy (yes or no). The primary endpoint was failure-free survival, defined as the time from randomisation to disease recurrence (distant metastasis or locoregional recurrence) or death due to any cause, in the intention-to-treat population. Safety was assessed in all patients who received at least one dose of capecitabine or who had commenced observation. This trial is registered with ClinicalTrials.gov, NCT02958111. FINDINGS: Between Jan 25, 2017, and Oct 25, 2018, 675 patients were screened, of whom 406 were enrolled and randomly assigned to the metronomic capecitabine group (n=204) or to the standard therapy group (n=202). After a median follow-up of 38 months (IQR 33-42), there were 29 (14%) events of recurrence or death in the metronomic capecitabine group and 53 (26%) events of recurrence or death in the standard therapy group. Failure-free survival at 3 years was significantly higher in the metronomic capecitabine group (85·3% [95% CI 80·4-90·6]) than in the standard therapy group (75·7% [69·9-81·9]), with a stratified hazard ratio of 0·50 (95% CI 0·32-0·79; p=0·0023). Grade 3 adverse events were reported in 35 (17%) of 201 patients in the metronomic capecitabine group and in 11 (6%) of 200 patients in the standard therapy group; hand-foot syndrome was the most common adverse event related to capecitabine (18 [9%] patients had grade 3 hand-foot syndrome). One (<1%) patient in the metronomic capecitabine group had grade 4 neutropenia. No treatment-related deaths were reported in either group. INTERPRETATION: The addition of metronomic adjuvant capecitabine to chemoradiotherapy significantly improved failure-free survival in patients with high-risk locoregionally advanced nasopharyngeal carcinoma, with a manageable safety profile. These results support a potential role for metronomic chemotherapy as an adjuvant therapy in the treatment of nasopharyngeal carcinoma. FUNDING: The National Natural Science Foundation of China, the Key-Area Research and Development Program of Guangdong Province, the Natural Science Foundation of Guangdong Province, the Innovation Team Development Plan of the Ministry of Education, and the Overseas Expertise Introduction Project for Discipline Innovation. TRANSLATION: For the Chinese translation of the abstract see Supplementary Materials section.";TRUE
Pharmacological blood pressure lowering for primary and secondary prevention of cardiovascular disease across different levels of blood pressure: an individual participant-level data meta-analysis.BACKGROUND: The effects of pharmacological blood pressure lowering at normal or high-normal blood pressure ranges in people with or without pre-existing cardiovascular disease remains uncertain. We analysed individual participant data from randomised trials to investigate the effects of blood pressure lowering treatment on the risk of major cardiovascular events by baseline levels of systolic blood pressure. METHODS: We did a meta-analysis of individual participant-level data from 48 randomised trials of pharmacological blood pressure lowering medications versus placebo or other classes of blood pressure-lowering medications, or between more versus less intensive treatment regimens, which had at least 1000 persons-years of follow-up in each group. Trials exclusively done with participants with heart failure or short-term interventions in participants with acute myocardial infarction or other acute settings were excluded. Data from 51 studies published between 1972 and 2013 were obtained by the Blood Pressure Lowering Treatment Trialists' Collaboration (Oxford University, Oxford, UK). We pooled the data to investigate the stratified effects of blood pressure-lowering treatment in participants with and without prevalent cardiovascular disease (ie, any reports of stroke, myocardial infarction, or ischaemic heart disease before randomisation), overall and across seven systolic blood pressure categories (ranging from <120 to ≥170 mm Hg). The primary outcome was a major cardiovascular event (defined as a composite of fatal and non-fatal stroke, fatal or non-fatal myocardial infarction or ischaemic heart disease, or heart failure causing death or requiring admission to hospital), analysed as per intention to treat. FINDINGS: Data for 344 716 participants from 48 randomised clinical trials were available for this analysis. Pre-randomisation mean systolic/diastolic blood pressures were 146/84 mm Hg in participants with previous cardiovascular disease (n=157 728) and 157/89 mm Hg in participants without previous cardiovascular disease (n=186 988). There was substantial spread in participants' blood pressure at baseline, with 31 239 (19·8%) of participants with previous cardiovascular disease and 14 928 (8·0%) of individuals without previous cardiovascular disease having a systolic blood pressure of less than 130 mm Hg. The relative effects of blood pressure-lowering treatment were proportional to the intensity of systolic blood pressure reduction. After a median 4·15 years' follow-up (Q1-Q3 2·97-4·96), 42 324 participants (12·3%) had at least one major cardiovascular event. In participants without previous cardiovascular disease at baseline, the incidence rate for developing a major cardiovascular event per 1000 person-years was 31·9 (95% CI 31·3-32·5) in the comparator group and 25·9 (25·4-26·4) in the intervention group. In participants with previous cardiovascular disease at baseline, the corresponding rates were 39·7 (95% CI 39·0-40·5) and 36·0 (95% CI 35·3-36·7), in the comparator and intervention groups, respectively. Hazard ratios (HR) associated with a reduction of systolic blood pressure by 5 mm Hg for a major cardiovascular event were 0·91, 95% CI 0·89-0·94 for partipants without previous cardiovascular disease and 0·89, 0·86-0·92, for those with previous cardiovascular disease. In stratified analyses, there was no reliable evidence of heterogeneity of treatment effects on major cardiovascular events by baseline cardiovascular disease status or systolic blood pressure categories. INTERPRETATION: In this large-scale analysis of randomised trials, a 5 mm Hg reduction of systolic blood pressure reduced the risk of major cardiovascular events by about 10%, irrespective of previous diagnoses of cardiovascular disease, and even at normal or high-normal blood pressure values. These findings suggest that a fixed degree of pharmacological blood pressure lowering is similarly effective for primary and secondary prevention of major cardiovascular disease, even at blood pressure levels currently not considered for treatment. Physicians communicating the indication for blood pressure lowering treatment to their patients should emphasise its importance on reducing cardiovascular risk rather than focusing on blood pressure reduction itself. FUNDING: British Heart Foundation, UK National Institute for Health Research, and Oxford Martin School.;FALSE
"Fractional Flow Reserve-Guided PCI as Compared with Coronary Bypass Surgery.BACKGROUND: Patients with three-vessel coronary artery disease have been found to have better outcomes with coronary-artery bypass grafting (CABG) than with percutaneous coronary intervention (PCI), but studies in which PCI is guided by measurement of fractional flow reserve (FFR) have been lacking. METHODS: In this multicenter, international, noninferiority trial, patients with three-vessel coronary artery disease were randomly assigned to undergo CABG or FFR-guided PCI with current-generation zotarolimus-eluting stents. The primary end point was the occurrence within 1 year of a major adverse cardiac or cerebrovascular event, defined as death from any cause, myocardial infarction, stroke, or repeat revascularization. Noninferiority of FFR-guided PCI to CABG was prespecified as an upper boundary of less than 1.65 for the 95% confidence interval of the hazard ratio. Secondary end points included a composite of death, myocardial infarction, or stroke; safety was also assessed. RESULTS: A total of 1500 patients underwent randomization at 48 centers. Patients assigned to undergo PCI received a mean (±SD) of 3.7±1.9 stents, and those assigned to undergo CABG received 3.4±1.0 distal anastomoses. The 1-year incidence of the composite primary end point was 10.6% among patients randomly assigned to undergo FFR-guided PCI and 6.9% among those assigned to undergo CABG (hazard ratio, 1.5; 95% confidence interval [CI], 1.1 to 2.2), findings that were not consistent with noninferiority of FFR-guided PCI (P = 0.35 for noninferiority). The incidence of death, myocardial infarction, or stroke was 7.3% in the FFR-guided PCI group and 5.2% in the CABG group (hazard ratio, 1.4; 95% CI, 0.9 to 2.1). The incidences of major bleeding, arrhythmia, and acute kidney injury were higher in the CABG group than in the FFR-guided PCI group. CONCLUSIONS: In patients with three-vessel coronary artery disease, FFR-guided PCI was not found to be noninferior to CABG with respect to the incidence of a composite of death, myocardial infarction, stroke, or repeat revascularization at 1 year. (Funded by Medtronic and Abbott Vascular; FAME 3 ClinicalTrials.gov number, NCT02100722.).";TRUE
"Surgery versus cast immobilisation for adults with a bicortical fracture of the scaphoid waist (SWIFFT): a pragmatic, multicentre, open-label, randomised superiority trial.BACKGROUND: Scaphoid fractures account for 90% of carpal fractures and occur predominantly in young men. The use of immediate surgical fixation to manage this type of fracture has increased, despite insufficient evidence of improved outcomes over non-surgical management. The SWIFFT trial compared the clinical effectiveness of surgical fixation with cast immobilisation and early fixation of fractures that fail to unite in adults with scaphoid waist fractures displaced by 2 mm or less. METHODS: This pragmatic, parallel-group, multicentre, open-label, two-arm, randomised superiority trial included adults (aged 16 years or older) who presented to orthopaedic departments of 31 hospitals in England and Wales with a clear bicortical fracture of the scaphoid waist on radiographs. An independent remote randomisation service used a computer-generated allocation sequence with randomly varying block sizes to randomly assign participants (1:1) to receive either early surgical fixation (surgery group) or below-elbow cast immobilisation followed by immediate fixation if non-union of the fracture was confirmed (cast immobilisation group). Randomisation was stratified by whether or not there was displacement of either a step or a gap of 1-2 mm inclusive on any radiographic view. The primary outcome was the total patient-rated wrist evaluation (PRWE) score at 52 weeks after randomisation, and it was analysed on an available case intention-to-treat basis. This trial is registered with the ISRCTN registry, ISRCTN67901257, and is no longer recruiting, but long-term follow-up is ongoing. FINDINGS: Between July 23, 2013, and July 26, 2016, 439 (42%) of 1047 assessed patients (mean age 33 years; 363 [83%] men) were randomly assigned to the surgery group (n=219) or to the cast immobilisation group (n=220). Of these, 408 (93%) participants were included in the primary analysis (203 participants in the surgery group and 205 participants in the cast immobilisation group). 16 participants in the surgery group and 15 participants in the cast immobilisation group were excluded because of either withdrawal, no response, or no follow-up data at 6, 12, 26, or 52 weeks. There was no significant difference in mean PRWE scores at 52 weeks between the surgery group (adjusted mean 11·9 [95% CI 9·2-14·5]) and the cast immobilisation group (14·0 [11·3 to 16·6]; adjusted mean difference -2·1 [95% CI -5·8 to 1·6], p=0·27). More participants in the surgery group (31 [14%] of 219 participants) had a potentially serious complication from surgery than in the cast immobilisation group (three [1%] of 220 participants), but fewer participants in the surgery group (five [2%]) had cast-related complications than in the cast immobilisation group (40 [18%]). The number of participants who had a medical complication was similar between the two groups (four [2%] in the surgery group and five [2%] in the cast immobilisation group). INTERPRETATION: Adult patients with scaphoid waist fractures displaced by 2 mm or less should have initial cast immobilisation, and any suspected non-unions should be confirmed and immediately fixed with surgery. This treatment strategy will help to avoid the risks of surgery and mostly limit the use of surgery to fixing fractures that fail to unite. FUNDING: National Institute for Health Research Health Technology Assessment Programme.";TRUE
"Two Randomized Trials of Neutralizing Antibodies to Prevent HIV-1 Acquisition.BACKGROUND: Whether a broadly neutralizing antibody (bnAb) can be used to prevent human immunodeficiency virus type 1 (HIV-1) acquisition is unclear. METHODS: We enrolled at-risk cisgender men and transgender persons in the Americas and Europe in the HVTN 704/HPTN 085 trial and at-risk women in sub-Saharan Africa in the HVTN 703/HPTN 081 trial. Participants were randomly assigned to receive, every 8 weeks, infusions of a bnAb (VRC01) at a dose of either 10 or 30 mg per kilogram (low-dose group and high-dose group, respectively) or placebo, for 10 infusions in total. HIV-1 testing was performed every 4 weeks. The VRC01 80% inhibitory concentration (IC80) of acquired isolates was measured with the TZM-bl assay. RESULTS: Adverse events were similar in number and severity among the treatment groups within each trial. Among the 2699 participants in HVTN 704/HPTN 085, HIV-1 infection occurred in 32 in the low-dose group, 28 in the high-dose group, and 38 in the placebo group. Among the 1924 participants in HVTN 703/HPTN 081, infection occurred in 28 in the low-dose group, 19 in the high-dose group, and 29 in the placebo group. The incidence of HIV-1 infection per 100 person-years in HVTN 704/HPTN 085 was 2.35 in the pooled VRC01 groups and 2.98 in the placebo group (estimated prevention efficacy, 26.6%; 95% confidence interval [CI], -11.7 to 51.8; P = 0.15), and the incidence per 100 person-years in HVTN 703/HPTN 081 was 2.49 in the pooled VRC01 groups and 3.10 in the placebo group (estimated prevention efficacy, 8.8%; 95% CI, -45.1 to 42.6; P = 0.70). In prespecified analyses pooling data across the trials, the incidence of infection with VRC01-sensitive isolates (IC80 <1 μg per milliliter) per 100 person-years was 0.20 among VRC01 recipients and 0.86 among placebo recipients (estimated prevention efficacy, 75.4%; 95% CI, 45.5 to 88.9). The prevention efficacy against sensitive isolates was similar for each VRC01 dose and trial; VRC01 did not prevent acquisition of other HIV-1 isolates. CONCLUSIONS: VRC01 did not prevent overall HIV-1 acquisition more effectively than placebo, but analyses of VRC01-sensitive HIV-1 isolates provided proof-of-concept that bnAb prophylaxis can be effective. (Supported by the National Institute of Allergy and Infectious Diseases; HVTN 704/HPTN 085 and HVTN 703/HPTN 081 ClinicalTrials.gov numbers, NCT02716675 and NCT02568215.).";TRUE
Somatic Mutations in UBA1 and Severe Adult-Onset Autoinflammatory Disease.BACKGROUND: Adult-onset inflammatory syndromes often manifest with overlapping clinical features. Variants in ubiquitin-related genes, previously implicated in autoinflammatory disease, may define new disorders. METHODS: We analyzed peripheral-blood exome sequence data independent of clinical phenotype and inheritance pattern to identify deleterious mutations in ubiquitin-related genes. Sanger sequencing, immunoblotting, immunohistochemical testing, flow cytometry, and transcriptome and cytokine profiling were performed. CRISPR-Cas9-edited zebrafish were used as an in vivo model to assess gene function. RESULTS: We identified 25 men with somatic mutations affecting methionine-41 (p.Met41) in UBA1, the major E1 enzyme that initiates ubiquitylation. (The gene UBA1 lies on the X chromosome.) In such patients, an often fatal, treatment-refractory inflammatory syndrome develops in late adulthood, with fevers, cytopenias, characteristic vacuoles in myeloid and erythroid precursor cells, dysplastic bone marrow, neutrophilic cutaneous and pulmonary inflammation, chondritis, and vasculitis. Most of these 25 patients met clinical criteria for an inflammatory syndrome (relapsing polychondritis, Sweet's syndrome, polyarteritis nodosa, or giant-cell arteritis) or a hematologic condition (myelodysplastic syndrome or multiple myeloma) or both. Mutations were found in more than half the hematopoietic stem cells, including peripheral-blood myeloid cells but not lymphocytes or fibroblasts. Mutations affecting p.Met41 resulted in loss of the canonical cytoplasmic isoform of UBA1 and in expression of a novel, catalytically impaired isoform initiated at p.Met67. Mutant peripheral-blood cells showed decreased ubiquitylation and activated innate immune pathways. Knockout of the cytoplasmic UBA1 isoform homologue in zebrafish caused systemic inflammation. CONCLUSIONS: Using a genotype-driven approach, we identified a disorder that connects seemingly unrelated adult-onset inflammatory syndromes. We named this disorder the VEXAS (vacuoles, E1 enzyme, X-linked, autoinflammatory, somatic) syndrome. (Funded by the NIH Intramural Research Programs and the EU Horizon 2020 Research and Innovation Program.).;FALSE
