Text about trial;Therapeutic intervention?
"NCT01553188AMG 386 and Abiraterone for Advanced Prostate CancerBackground:

* Advanced prostate cancer is treated with surgery or drugs that lower the levels of androgens (male hormones) in the body. However, some cancers become resistant to this treatment. These types of cancers are known as castration-resistant prostate cancers.
* Interfering with the growth of blood vessels that feed tumors can slow prostate cancer growth. Trebananib (AMG 386), a new anticancer drug, targets the blood vessels that feed tumors. It has been tested for different types of cancer, but not for prostate cancer. Researchers want to see if AMG 386 can slow disease progression in men with castration-resistant prostate cancer. AMG 386 will be given with abiraterone and prednisone, two drugs that are also used to treat advanced prostate cancer.

Objectives:

- To test the safety and effectiveness of AMG 386 with abiraterone for castration-resistant prostate cancer.

Eligibility:

- Men at least 18 years of age with castration-resistant prostate cancer.

Design:

* Participants will be screened with a physical exam, medical history, and imaging studies. Blood and urine samples will also be collected.
* Participants will be separated into two groups.
* The first group will have AMG 386 once per week for a total of four doses during a 28-day cycle. They will also take abiraterone once a day and prednisone twice a day, every day of the cycle.
* The second group will not have AMG 386. They will take abiraterone once a day and prednisone twice a day, every day of the 28-day cycle.
* Treatment will be monitored with frequent blood tests and imaging studies.
* Participants will continue to take the study drugs as long as the disease does not progress and there are no severe side effects.DRUG: AMG 386|DRUG: Abiraterone|DRUG: PrednisoneProgression Free Survival (PFS), PFS is defined as the duration of time from start of treatment to time of progression or death, whichever comes first. Clinical progression is assessed by the Response Criteria in Solid Tumors (RECIST) and is at least a 20% increase in the sum of target lesions, taking as reference the smallest sum on study (this includes the baseline sum if that is the smallest on study). In addition to the relative increase of 20%, the sum must also demonstrate an absolute increase of at least 5 mm. (Note: the appearance of one or more new lesions is also considered progressions)., Median potential follow-up of 50.3 monthsProstatic Neoplasms|Prostate Cancer|Neoplasm, Prostate|Neoplasm,Prostatic";TRUE
NCT01605227Study of Cabozantinib (XL184) Versus Prednisone in Men With Metastatic Castration-resistant Prostate Cancer Previously Treated With Docetaxel and Abiraterone or MDV3100This study will evaluate the effect of cabozantinib compared to prednisone on overall survival in men with previously treated metastatic castration-resistant prostate cancer with bone-dominant disease who have experienced disease progression on docetaxel-containing chemotherapy and abiraterone or MDV3100.DRUG: cabozantinib|DRUG: prednisoneOverall Survival (OS), The primary analysis of OS is defined as the time from randomization to death due to any cause. Participants that had not died or were permanently lost to follow-up were censored at the last known date alive. Median OS was calculated using Kaplan-Meier estimates. Analysis for OS was performed after 614 events had occurred., OS was measured from the time of randomization until 614 events, approximately 24 months after study startProstate Cancer|Castration Resistant Prostate Cancer|Pain|Prostatic Neoplasms;TRUE
NCT01664923Safety and Efficacy Study of Enzalutamide Versus Bicalutamide in Men With Prostate CancerThe purpose of this study is to determine the safety and efficacy of enzalutamide vs bicalutamide in asymptomatic or mildly symptomatic patients with prostate cancer who have disease progression despite primary androgen deprivation therapy.DRUG: Enzalutamide|DRUG: BicalutamideProgression Free Survival (PFS), PFS was defined as time from randomization to earliest objective evidence of prostate specific-antigen (PSA) progression, radiographic progression, or death on study. PSA progression was defined as ≥ 25% increase in PSA with an absolute increase ≥ 2 ng/mL above the nadir and was to be confirmed by a second consecutive assessment. Radiographic progression in bone was based on The Prostate Cancer Clinical Trials Working Group (PCWG2) guidelines defined as at least 2 new lesions on bone scan. Radiographic progression in soft tissue on Computerized Tomography/Magnetic Resonance Imaging (CT/MRI) was based on Response Evaluation Criteria in Solid Tumors version 1.1 (RECIST 1.1). CT/MRI and bone scans were read locally by the same radiologist (or nuclear medicine physician for interpretation of bone scans) whenever possible. Participants not known to have had a PFS event at the time of the analysis data cutoff were censored at the date of last assessment., From randomization until the data cut-off date of 09 February 2015, median duration of treatment was 14.7 months in the enzalutamide arm and 8.4 months in the bicalutamide arm.Prostate Cancer;TRUE
"NCT01807065Sipuleucel-T With or Without Radiation Therapy in Treating Patients With Hormone-Resistant Metastatic Prostate CancerThis randomized phase II trial studies how well giving sipuleucel-T with or without radiation therapy works in treating patients with hormone-resistant metastatic prostate cancer. Vaccines may help the body build an effective immune response to kill tumor cells. Radiation therapy uses high energy x rays to kill tumor cells. It is not yet known whether giving sipuleucel-T vaccine is more effective with or without radiation therapy in treating prostate cancerBIOLOGICAL: sipuleucel-T|RADIATION: external beam radiation therapy|OTHER: laboratory biomarker analysisProgression-free Survival, Estimated using the product-limit method of Kaplan and Meier.

Progression is defined as one or more of the following:

20% increase in the sum of the longest diameters of target measurable lesions over the smallest sum observed (over baseline if no decrease during therapy) using the same techniques as baseline; unequivocal progression of non-measurable disease in the opinion of the treating physician; appearance of any new lesions; PSA increase of 25% from baseline or nadir and by 2ng/uL or greater at 12 weeks; death due to disease without prior documentation of progression and without symptomatic deterioration., Until progression or death, Up to 2 years.Adenocarcinoma of the Prostate|Bone Metastases|Hormone-resistant Prostate Cancer|Recurrent Prostate Cancer|Soft Tissue Metastases|Stage IV Prostate Cancer";TRUE
"NCT01867424Gadoxetate Enhanced Imaging Study to Detect Prostate CancerBackground:

- Prostate cancer is the most common cancer type among men. Some prostate cancers respond to hormonal therapy. However, some cell characteristics of other prostate cancers cause it not to respond as well to these therapies. Researchers want to see if gadoxetate, a contrast agent used to help identify damaged liver tissue, can help tell these types of prostate cancer apart. It may be able to identify if a man has a type of prostate cancer for which hormone therapy may not work as well.

Objectives:

- To see if gadoxetate can help identify different types of prostate cancers during imaging studies.

Eligibility:

- Men at least 18 years of age who have prostate cancer. Participants will be having surgery to either remove the prostate or take tumor tissue samples.

Design:

* Participants will be screened with a physical exam and medical history. Blood samples will be collected.
* Participants will have a magnetic resonance imaging (MRI) scan of the lower torso. They will receive gadoxetate during the MRI scan.
* Participants who have surgery will have a sample of their tumor cells collected. Those who have a biopsy will provide cells from this biopsy for study.
* Treatment will not be provided as part of this study.DRUG: EovistUptake and Retention of Eovist in Prostate Cancers, Uptake and retention of Eovist in prostate cancers is measured by the change of magnetic resonance imaging (MRI) parameter values between pre and post injection., Baseline and 20 minutes, 40 minutes, and 60 minutes after Eovist injectionProstate Cancer";FALSE
NCT01940276Abiraterone Race in Metastatic Castrate-resistant Prostate CancerThe primary goal is to prospectively estimate the median radiographic PFS of African American and Caucasian men with mCRPC to abiraterone acetate and prednisone.DRUG: Abiraterone acetate|DRUG: PrednisoneMedian Radiographic Progression Free Survival (PFS), Time in months from the start of study treatment to the date of first progression according to Prostate Cancer Working Group 2 criteria, or to death due to any cause. Progression is defined using Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.0), as a 20% increase in the sum of the longest diameter of target lesions, or a measurable increase in a non-target lesion, or the appearance of new lesions. Patients alive who had not progressed as of the last follow-up had PFS censored at the last follow-up date. Median rPFS was estimated using a Kaplan-Meier curve., up to 2 yearsProstate Cancer;TRUE
NCT01949337Enzalutamide With or Without Abiraterone and Prednisone in Treating Patients With Castration-Resistant Metastatic Prostate CancerThis randomized phase III trial studies enzalutamide to see how well it works compared to enzalutamide, abiraterone, and prednisone in treating patients with castration-resistant metastatic prostate cancer. Androgens can cause the growth of prostate cancer cells. Drugs, such as enzalutamide, abiraterone acetate, and prednisone, may lessen the amount of androgens made by the body.DRUG: enzalutamide|DRUG: abiraterone|DRUG: prednisoneOverall Survival (OS), Overall survival is defined as the time from study registration to death due to any cause., Up to 5 years post treatmentAdenocarcinoma of the Prostate|Hormone-resistant Prostate Cancer|Recurrent Prostate Cancer|Stage IV Prostate Cancer;TRUE
NCT01995513Safety Study of Continued Enzalutamide Treatment In Prostate Cancer PatientsThe purpose of this study is to determine if continued treatment with Enzalutamide is effective in patients with metastatic prostate cancer.DRUG: Enzalutamide|DRUG: Abiraterone|DRUG: Placebo for Enzalutamide|DRUG: PrednisoneProgression Free Survival (PFS), PFS = time from randomization to first documentation of radiographic progression (RP),unequivocal clinical progression or death due to any cause (death within 112 days of treatment discontinuation without objective evidence of RP),whichever occurred first as per investigator. Unequivocal disease progression was pain requiring chronic administration of analgesics, decline of prostate cancer of Eastern Cooperative Oncology Group (ECOG) performance status score to 3 or higher or initiation of new anticancer therapy/radiation therapy or surgical intervention due to tumor progression. ECOG score range= 0(no severity) to 5(maximum severity).RP for bone disease was evaluated by appearance of 2 or more new bone lesions as per Prostate Cancer Clinical Trials Working Group 2 (PCWG2) or for soft tissue disease according to Response Evaluation Criteria in Solid Tumor version 1.1. Participants with no PFS event at analysis date were censored at last tumor assessment date prior to data cutoff date., From randomization until disease progression, last tumor assessment without disease progression or death due to any cause, whichever occurred first (maximum up to 20.3 months)Prostate Cancer;TRUE
NCT02047253Phase 2 Trial of Carfilzomib for Metastatic Castration-resistant Prostate Cancer Following TreatmentThis study will test how effective the drug, Carfilzomib, reduces progression of prostate cancer in patients who have previously received chemotherapy and androgen inhibitors. Carfilzomib is approved for multiple myeloma but is not approved for prostate cancer. Therefore, it is considered investigational. Other approved methods of treatment for metastatic prostate cancer have demonstrated only modest benefits. Novel and tolerable agents are necessary to make further gains and extend overall survival.DRUG: Carfilzomib|DRUG: Dexamethasone|DRUG: AcyclovirProgression-free Survival (PFS), The study will measure patient survival at 6 months but will continue to monitor overall survival as a secondary objective. The Kaplan-Meier method will be used., Baseline through 6 months for evaluating all patients|Overall Survival, Outcome measure was completed by using a count of participants., From baseline through 36 months.Metastatic Castration-resistant Prostate Cancer;TRUE
NCT02111577Phase III Study of DCVAC/PCa Added to Standard Chemotherapy for Men With Metastatic Castration Resistant Prostate CancerThe VIABLE study sought to confirm the hypothesis that the combination of docetaxel with DCVAC/PCa followed by a maintenance therapy with DCVAC/PCa would improve overall survival in patients with metastatic castration-resistant prostate cancer.BIOLOGICAL: DCVAC/PCa|BIOLOGICAL: PlaceboOverall Survival, Intention-to-treat Population, Overall survival is defined as the time from randomization until death due to any cause., From randomization to death due to any cause, up to 58 monthsMetastatic Castration-resistant Prostate Cancer;TRUE
"NCT02116582A Study to Evaluate Enzalutamide After Abiraterone in Metastatic Castration-Resistant Prostate CancerThe objective of this study was to evaluate the efficacy and safety of enzalutamide treatment in patients with progressive metastatic castration-resistant prostate cancer previously treated with abiraterone acetate.DRUG: EnzalutamideRadiographic Progression-free Survival (rPFS), Radiographic PFS, was defined as the time from first dose to the first objective evidence of radiographic disease progression or death from any cause, whichever occurred first. For patients with no documented progression event, it was censored on the date of the last disease assessment performed prior to the analysis data cut-off point. Radiographic progression (RP) for soft tissue disease was defined by Response Evaluation Criteria in Solid Tumors (RECIST) V1.1 criteria. RP for bone disease was determined according to the consensus guidelines of a modification of the Prostate Cancer Clinical Trials Working Group 2 (PCWG2) guidelines. The 50th percentile of Kaplan-Meier (KM) estimates was used as the estimate of the rPFS median. A 2-sided 95% Confidence Interval (CI) was provided for this estimate using the Brookmeyer \& Crowley (BC) method., From the first dose of study drug administration up to treatment discontinuation or the data cut-off date of 08 May 2016, whichever occurred first; the median duration of treatment was 5.7 months.Metastatic Castration-Resistant Prostate Cancer";TRUE
"NCT02141490Study of Ferumoxytol Enhanced MRI for Detecting Lymph Node Metastases in Prostate, Bladder, and Kidney CancersBackground:

People with prostate, bladder, or kidney cancer often have their cancer spread (metastasize) to lymph nodes. It is important for your doctor to know if this has occurred but currently it can be hard to determine if this has occurred on standard imaging studies like computed tomography (CT) or magnetic resonance imaging (MRI). This study uses an agent called Ferumoxytol to identify lymph nodes that might be involved by cancer.

Objective:

- To see how well Ferumoxytol can detect lymph node metastases in patients with prostate, bladder, or kidney cancer.

Eligibility:

-Adults over age 18 with prostate, bladder, or kidney cancer with lymph node involvement.

Design:

* Participants will be screened with a medical history.
* Participants will have blood drawn and a physical exam. Their vital signs will be measured. They will answer questions about their health and current medications.
* Participants should not have a history of iron overload or have an allergy to Ferumoxytol.
* Participants will have a magnetic resonance imaging (MRI) scan. The scanner is a metal cylinder with a strong magnetic field. Participants will lie on a table that slides in and out of the scanner. They will have a standard sensor, known as a coil, wrapped around their abdomen to improve the scan. This is like a small blanket with wiring inside. Participants will need to lie still on the scanning table for about 1 hour.
* Participants will have an ultrasound. This uses harmless sound waves to provide pictures of organs or tissues inside the body.
* Participants will receive an injection of Ferumoxytol through an intravenous line. A very thin plastic tube will be inserted into a vein in order to inject the agent.
* Participants will have another MRI and ultrasound 24 and 48 hours after injection.
* The study will follow participants medical course for at least 1 year.DRUG: Ferumoxytol|DIAGNOSTIC_TEST: Magnetic Resonance Imaging (MRI)Percentage Change (From Baseline to 24 Hours) Between Metastatic and Benign Nodes, Visible nodes were quantified with manually contoured regions of interest on axial T2\*W MRI to obtain the mean signal intensity (SInode). The SI of the visible lymph node was normalized using the mean SI of the adjacent muscle tissue on the same slice (SImuscle). The following equation was used to obtain the normalized SI from the lymph node (SInormal): SInormal=SInode/SImuscle. The calculation formula was 100% \* ((SInormal(24hrs)- SInormal(baseline))/ SInormal(baseline)).This image processing method was performed at baseline, 24-hours post-injection MRI studies to define the SI change differences between benign and malignant lymph nodes from baseline to 24 hours post injection., Baseline and 24 hoursProstate Cancer|Bladder Cancer|Kidney Cancer";FALSE
"NCT02257736An Efficacy and Safety Study of Apalutamide (JNJ-56021927) in Combination With Abiraterone Acetate and Prednisone Versus Abiraterone Acetate and Prednisone in Participants With Chemotherapy-naive Metastatic Castration-resistant Prostate Cancer (mCRPC)The purpose of this study is to compare the radiographic progression-free survival (rPFS) of apalutamide in combination with abiraterone acetate (AA) plus prednisone or prednisolone (AAP) and AAP in participants with chemotherapy-naive (participants who did not receive any chemotherapy \[treatment of cancer using drugs\]) metastatic castration-resistant prostate cancer (mCRPC) (cancer of prostate gland \[gland that makes fluid that aids movement of sperm\]).DRUG: Apalutamide|DRUG: Abiraterone acetate|DRUG: Prednisone|DRUG: PlaceboRadiographic Progression-free Survival (rPFS), The rPFS was defined as the time from randomization to the occurrence of one of the following: 1) a participant was considered to have progressed by bone scan if - a) the first bone scan with greater than or equal to (\>=) 2 new lesions compared to baseline was observed in less than (\<) 12 weeks from randomization and was confirmed by a second bone scan taken \>=6 weeks later showing \>=2 additional new lesions (a total of \>=4 new lesions compared to baseline), b) the first bone scan with \>=2 new lesions compared to baseline was observed in \>=12 weeks from randomization and the new lesions were verified on the next bone scan \>=6 weeks later (a total of \>=2 new lesions compared to baseline); 2) progression of soft tissue lesions measured by computerized tomography (CT) or magnetic resonance imaging (MRI) as per Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1., Up to 3 years and 4 monthsProstatic Neoplasms";TRUE
NCT02279862Safety and Efficacy Study of Ipilimumab 3 mg/kg Versus Ipilimumab 10 mg/kg in Subjects With Metastatic Castration Resistant Prostate Cancer Who Are Chemotherapy NaiveThe purpose of this study is to examine the safety and effectiveness (how well the drug works) of two different doses (3 mg/kg and 10 mg/kg) of Ipilimumab (Yervoy™) in patients with metastatic castration resistant prostate cancer.DRUG: IpilimumabRadiographic Progression-free Survival (rPFS), rPFS was defined as the time from the date of randomization until the date of disease progression based on radiographic evidence and/or death from any cause, whichever occurs first. Radiographic disease progression is defined as: Confirmed bone disease progression according to criteria adapted from the Prostate Cancer Clinical Trials Working Group 2 (PCWG2), OR Non-bone disease progression according to the modified Response Evaluation Criteria In Solid Tumors (RECIST) 1.1. After termination of the study, collection of tumor assessments and other data to support the efficacy analyses was no longer required in patients who discontinued study treatment. As a result, the presented efficacy results are based on limited data. The number of participants with reported radiographic progression is shown., From date of randomization until disease progression or death (assessed up to December 2016, approximately 24 months)Prostate Cancer;TRUE
"NCT02286921Testosterone Revival Abolishes Negative Symptoms, Fosters Objective Response and Modulates Enzalutamide ResistanceAsymptomatic men with progressive metastatic Castration-resistant prostate cancer (CRPC) post- treatment with abiraterone acetate (pre-chemotherapy for metastatic disease) will be treated on a randomized, multi-Institutional open label study to determine if treatment with intramuscular T given on a dose/schedule designed to result in rapid cycling from the polar extremes of supraphysiologic to near castrate levels \[i.e. Bipolar Androgen Therapy (BAT)\] will improve primary and secondary objectives vs. enzalutamide as standard therapy.DRUG: Testosterone cypionate|DRUG: Enzalutamide|DRUG: Testosterone EnanthateProgression Free Survival as Measured by Number of Months Until Clinical or Radiographic Progression, Time to clinical progression will be defined as months from randomization to any of the following (whichever occurs earlier):

* Cancer pain requiring initiation of chronic administration of opiate analgesia (oral opiate use for ≥3 weeks; parenteral opiate use for ≥7 days. Patients with cancer pain requiring opiate analgesia for relief should also be assessed by the investigator for the need for initiating systemic chemotherapy or palliative radiation.
* Development of a skeletal-related event (SRE): pathologic fracture, spinal cord compression, or need for surgical intervention or radiation therapy to the bone.
* Development of clinically significant symptoms due to loco-regional tumor progression (e.g. urinary obstruction) requiring surgical intervention or radiation therapy., up to 2 yearsCastration Resistant Metastatic Prostate Cancer";TRUE
NCT02288247A Study to Assess the Benefit of Treatment Beyond Progression With Enzalutamide in Men Who Are Starting Treatment With Docetaxel After Worsening of Their Prostate Cancer When Taking Enzalutamide AloneThe purpose of the study was to understand if there was benefit in continued treatment with a medicine called enzalutamide, when starting treatment with docetaxel and prednisolone (a standard chemotherapy for prostate cancer), after the prostate cancer had gotten worse when treated with enzalutamide alone.DRUG: Enzalutamide|DRUG: Docetaxel|DRUG: Prednisolone|DRUG: PlaceboProgression Free Survival (PFS), PFS: time from randomization (Period 2 Week 1) to earliest progression event. Progression is defined as radiographic progression, unequivocal clinical progression, or death on study. Radiographic progression is defined for bone disease by appearance of ≥ 2 new lesions on whole-body radionuclide bone scan per Prostate Cancer Clinical Trials Working Group 2 (PCWG2) criteria (i.e., unconfirmed progressive disease) that needs to be confirmed in the next assessment (i.e., progressive disease in the next assessment) or for soft tissue disease by Response Evaluation Criteria in Solid Tumors (RECIST) 1.1. Unequivocal clinical progression is defined as new onset cancer pain requiring chronic administration of opiate analgesia or deterioration from prostate cancer of Eastern Cooperative Oncology Group (ECOG) performance status score to ≥ 3, or initiation of subsequent lines of cytotoxic chemotherapy or radiation therapy or surgical intervention due to complications of tumor progression., From date of randomization to the earliest of either documented disease progression (median duration: 35 weeks)Metastatic Castration Resistant Prostate Cancer;TRUE
"NCT02384382A Positron Emission Tomography/Computed Tomography (PET/CT) Bone Imaging Study in Patients Receiving Enzalutamide for Castration-Resistant Prostate Cancer (CRPC)The purpose of this study is to evaluate 18F-sodium fluoride positron-emission tomography / computed tomography (18F-NaF PET/CT) imaging as a method for determining treatment response in metastatic bone lesions in patients who are receiving enzalutamide for castration-resistant prostate cancer.DRUG: EnzalutamidePercentage of Participants With at Least (>=) 1 Responding Bone Lesion Assessed by Total Sodium Fluoride (NaF) Standardized Uptake Value [SUVtotal] at Third 18F-NaF PET/CT Imaging (NaF-3) Schedule, Bone lesion responded: if its change from baseline in SUVtotal is below limit of agreement (LOA, no specific value, based upon test/retest analysis using software). SUVtotal: total NaF uptake,indicated tumor burden across all bone lesions/in individual lesions reflecting bone-metastatic prostate cancer.NaF-3 performed on any of these: 1) prostate-specific antigen (PSA) progression(increase of \>=25% and absolute increase of \>=2.0 ng/mL above nadir); 2) bone progressive disease(PD)(appearance of \>=2 new lesions after screening assessed by technetium Tc 99m medronate \[99mTc-MDP\] bone scintigraphy); 3) soft tissue PD; 4) clinically relevant progression by investigator; 5) at 2 years without progression after treatment initiation. PD, RECIST1.1:\>=20% increase in sum of diameters of target lesions,(reference smallest sum on study, included baseline sum if that is smallest on study),relative increase of 20%,sum of diameters indicated absolute increase of \>=5mm, appearance of \>=1 new lesions., At NaF-3 schedule: at time of PSA, or radiographic(bone or soft tissue), or clinically relevant progression, or at 2years without progression after treatment initiation, whichever occurred first(From first dose of study drug up to maximum of 34.1 months)Prostate Carcinoma Metastatic to the Bone|Castration Resistant Prostate Cancer";FALSE
NCT02407054A Study of Enzalutamide and LY3023414 in Men With Prostate CancerThe main purpose of this study is to evaluate the safety and effectiveness of the study drug known as LY3023414 in combination with enzalutamide in men with prostate cancer.DRUG: LY3023414|DRUG: Enzalutamide|DRUG: PlaceboPart B: Progression Free Survival (PFS), PFS was defined as the time from randomization until the date of clinical (symptomatic or radiographic) and/or prostate specific antigen (PSA) disease progression per Prostate Cancer Clinical Trials Working Group (PCWG2) or death by any cause regardless of whether the participants withdraws from study drug or receives a subsequent anti-cancer therapy (as determined by the investigator). Participants who have not progressed or died at the time of assessment were censored at the time of the last date of assessment (tumor evaluation or PSA level)., Randomization to Measured Progressive Disease or Death from Any Cause (Up To 34 Months)Prostate Cancer Metastatic;TRUE
"NCT02430480Using Multiparametric MRI to Evaluate Intraprostatic Tumor Responses and Androgen Resistance Patterns in Newly Diagnosed Prostate CancerBackground:

* There are several ways to treat prostate cancer. Researchers want to see how well a certain kind of imaging helps detect prostate cancer. They also want to see if a particular drug combination used before surgery will benefit people with prostate cancer that hasn't spread in the body (non-metastatic). The combination will be androgen deprivation therapy and enzalutamide.
* The combination of androgen deprivation therapy and enzalutamide has been shown to make patients with advanced (metastatic disease) live longer. The investigators want to see if using it earlier can increase cure rate of surgery and identify genetic or molecular characteristics that are associated with better outcomes.

Objectives:

- To develop better ways of detecting prostate cancer before and after pre-operative treatment.

Eligibility:

- Men at least 18 years old with non-metastatic prostate cancer. They must be candidates for a radical prostatectomy.

Design:

* Participants will be screened with medical history, physical exam, and blood tests. They will have scans and X-rays.
* Before starting the study drugs, participants will have:
* Vital signs taken, medical history, and blood tests.
* Electrocardiogram (ECG) heart test, with patches stuck on the skin.
* Small piece of tumor removed (biopsy) using image guidance from magnetic resonance imaging (MRI) and ultrasound.
* 3T multi-parametric magnetic resonance imaging (mpMRI). Participants will lie on a table that slides into a metal cylinder. A probe will be inserted in the rectum. They will be in the scanner for about 60 minutes, lying still. The scanner makes loud knocking sounds. Participants will get earplugs.
* Participants will take the 2 study drugs for 6 months.
* Enzalutamide is taken as 4 pills once a day.
* Androgen deprivation therapy is given by injection 2 times over 6 months.
* During these 6 months, participants will visit the clinic monthly. They will have physical exam, vital signs, and blood drawn.
* After finishing the study drugs, participants will have another 3T mpMRI. Then they will have prostate removal surgery.DRUG: Goserelin|DRUG: Enzalutamide|DEVICE: mpMRIMedian Tumor Volume Burden at Baseline Multi-parametric Magnetic Resonance Imaging (mpMRI) Before and After Surgery, The prostate lesion is contoured manually by an expert radiologist. Research software (mim-vista) calculates the volume. Greater tumor volumes may indicate higher prostate tumor growth., Baseline and 6 monthsProstate Cancer";FALSE
"NCT02485691Cabazitaxel Versus the Switch to Alternative AR-targeted Agent (Enzalutamide or Abiraterone) in Metastatic Castration-resistant Prostate Cancer (mCRPC) Patients Previously Treated With Docetaxel and Who Rapidly Failed a Prior AR-targeted AgentPrimary Objective:

To compare the radiographic progression-free survival (rPFS) (using Response Evaluation Criteria in Solid Tumors \[RECIST\] 1.1 for tumor lesions and Prostate Cancer Working Group 2 (PCWG2) criteria for bone scan lesions or death due to any cause) with chemotherapy (cabazitaxel plus prednisone, Arm A) versus Androgen Receptor (AR)-targeted therapy (enzalutamide or abiraterone acetate plus prednisone, Arm B) in mCRPC participants who have been treated with docetaxel and who had disease progression while receiving AR-targeted therapy within 12 months of AR treatment initiation (less than or equal to \[\<=\]12 months, either before or after docetaxel).

Secondary Objective:

* To compare efficacy for:
* Prostate-specific antigen (PSA) response rate and time to PSA progression (TTPP).
* Progression-free survival (PFS).
* Overall survival (OS).
* Tumor response rate and duration of tumor response.
* Pain response and time to pain progression.
* Symptomatic skeletal event (SSE) rate and time to occurrence of any SSE.
* Health status and Health-related Quality of Life (HRQOL).
* To evaluate the correlation of a signature of resistance to AR-targeted agents with clinical outcome via the analysis of circulating tumor cell (CTC) phenotypes as well as expression and localization of proteins including AR isoforms in CTCs.
* To evaluate safety in the 2 treatment arms.DRUG: cabazitaxel XRP6258|DRUG: enzalutamide|DRUG: abiraterone acetate|DRUG: prednisoneRadiographic Progression-Free Survival (rPFS), Radiographic progression-free survival: time (in months) from randomization to occurrence of any one of following: radiological tumor progressions using response evaluation criteria in solid tumors (RECIST 1.1), progression of bone lesions using Prostate Cancer Working Group 2 (PCWG2) criteria or occurrence of death due to any cause. Progression as per RECIST 1.1: at least a 20 percent (%) increase in sum of diameters of target lesions, unequivocal progression of existing non-target lesions. Progression of bone lesions (PCWG2 criteria): first bone scan with \>= 2 new lesions compared to Baseline observed less than (\<) 12 weeks from randomization and confirmed by a second bone scan performed \>=6 weeks; first bone scan with \>=2 new lesions compared to Baseline observed \>=12 weeks from randomization. In accordance with protocol, data cut-off date for final analysis of this endpoint was the date when 196 rPFS events had occurred. Analysis done by Kaplan-Meier method., From randomization until tumor progression or bone lesion progression, death due to any cause, or data cut-off date whichever comes first (maximum duration: up to 141 weeks)Prostate Cancer Metastatic";TRUE
NCT02611882Evaluation of Gallium-68-HBED-CC-PSMA Imaging in Prostate Cancer PatientsThe investigators are imaging patients with prostate cancer using a new PET imaging agent (Ga-68 HBED-CC PSMA) in order to evaluate it's ability to detection prostate cancer in patients with high risk disease prior to prostatectomy, patients with biochemical recurrence and patients with castrate resistant prostate cancer.DRUG: Ga-68 labeled HBED-CC PSMA|DEVICE: Positron Emission Tomography (PET) image combined with Computed Tomography (CT) (PET/CT)|DEVICE: Positron Emission Tomography (PET) image combined with Magnetic Resonance Imaging (MRI) (PET/MRI)Sensitivity of Ga-68 HBED-CC PSMA for Detection of Nodal Metastases, Patients who have a positive node on imaging and on pathology will be considered a true-positive. Patients who have no nodes on imaging and pathology will be considered true- negatives. Patients with positive nodes on imaging and negative on pathology will be considered false positives and those with positive nodes on pathology but negative on imaging will be considered false negatives. Point estimate of the true positive rate will be calculated with the corresponding 95% confidence interval., 1 day|Specificity of Ga-68 HBED-CC PSMA for Detection of Nodal Metastasis, Patients who have a positive node on imaging and on pathology will be considered a true-positive. Patients who have no nodes on imaging and pathology will be considered true- negatives. Patients with positive nodes on imaging and negative on pathology will be considered false positives and those with positive nodes on pathology but negative on imaging will be considered false negatives. Point estimate of the true negative rate will be calculated with the corresponding 95% confidence interval., 1 day|Positive Predictive Value (PPV) of Ga-68 HBED-CC PSMA for Detection of Nodal Metastasis, Patients who have a positive node on imaging and on pathology will be considered a true-positive. Patients who have no nodes on imaging and pathology will be considered true- negatives. Patients with positive nodes on imaging and negative on pathology will be considered false positives and those with positive nodes on pathology but negative on imaging will be considered false negatives. Point estimate of the true negative rate will be calculated with the corresponding 95% confidence interval., 1 day|Negative Predictive Value (NPV) of Ga-68 HBED-CC PSMA for Detection of Nodal Metastasis, Patients who have a positive node on imaging and on pathology will be considered a true-positive. Patients who have no nodes on imaging and pathology will be considered true- negatives. Patients with positive nodes on imaging and negative on pathology will be considered false positives and those with positive nodes on pathology but negative on imaging will be considered false negatives. Point estimate of the true negative rate will be calculated with the corresponding 95% confidence interval., one monthProstate Cancer;FALSE
NCT02933801ODM-201 Maintenance Therapy in Patients With mCRPC Previously Treated With Novel Hormonal Agents.The main objective of the trial is to assess impact of maintenance therapy with ODM-201 on radiographic progression-free survival (rPFS) of patients with mCRPC pretreated with novel hormonal agents who have non-progressive disease after chemotherapy with a taxane.DRUG: ODM-201|OTHER: PlaceboRadiographic progression-free survival (rPFS) at 12 weeks, Radiographic progression-free survival is defined as the time from treatment start to radiographic disease progression or death from any cause, whichever occurs earlier., At 12 weeks after treatment startProstate Cancer Metastatic|Prostate Cancer;TRUE
